LOCATION,SUBJECT,FREQUENCY,TIME,Flag Codes,GDP_MLN_USD,GDP_USD_CAP,LTINT
AUS,TOT,A,2006,NA,773925.843,37842.933976,5.587872
AUS,TOT,A,2007,NA,824690.484,39596.040082,5.994521
AUS,TOT,A,2008,NA,851983.13,40094.833205,5.817944
AUS,TOT,A,2009,NA,902680.372,41614.090724,5.039512
AUS,TOT,A,2010,NA,942676.08,42787.065957,5.366042
AUS,TOT,A,2011,NA,992327.38,44419.309749,4.879583
AUS,TOT,A,2012,NA,997527.347,43879.180355,3.379167
AUS,TOT,A,2013,NA,1104626.135,47761.21406,3.697292
AUS,TOT,A,2014,NA,1118494.158,47644.762792,3.656667
AUS,TOT,A,2015,NA,1126907.643,47317.250695,2.710833
AUS,TOT,A,2016,NA,1215297.461,50237.794429,2.336667
AUS,TOT,A,2017,NA,1251095.561,50853.615427,2.639167
AUS,TOT,A,2018,NA,1326164.114,53061.634053,2.684167
AUS,TOT,A,2019,NA,1346385.112,NA,1.493333
AUS,TOT,A,2019,E,NA,53067.877181,1.493333
AUT,TOT,A,2006,NA,310998.391,37614.942761,3.8
AUT,TOT,A,2007,NA,326699.296,39384.189618,4.2975
AUT,TOT,A,2008,NA,343812.976,41316.022642,4.358333
AUT,TOT,A,2009,NA,341644.307,40957.262321,3.936667
AUT,TOT,A,2010,NA,351610.069,42053.24337,3.225833
AUT,TOT,A,2011,NA,373031.477,44469.209642,3.319167
AUT,TOT,A,2012,NA,391635.176,46477.655075,2.3725
AUT,TOT,A,2013,NA,406370.245,47936.677963,2.01
AUT,TOT,A,2014,NA,417059.519,48813.534409,1.4875
AUT,TOT,A,2015,NA,430975.924,49942.056293,0.7463517
AUT,TOT,A,2016,NA,460282.647,52665.087457,0.3753925
AUT,TOT,A,2017,NA,476563.995,54185.337013,0.583265
AUT,TOT,A,2018,NA,504354.99,57068.534815,0.6861517
AUT,TOT,A,2019,NA,520804.077,58664.718719,0.0629325
AUT,TOT,A,2020,NA,494184.906,55407.641086,-0.2248375
BEL,TOT,A,2006,NA,371415.055,35211.893732,3.815
BEL,TOT,A,2007,NA,390457.716,36745.503067,4.328333
BEL,TOT,A,2008,NA,405729.43,37883.233422,4.4175
BEL,TOT,A,2009,NA,407862.461,37779.034875,3.901667
BEL,TOT,A,2010,NA,434412.544,39868.992658,3.4625
BEL,TOT,A,2011,NA,451932.625,40943.343479,4.233333
BEL,TOT,A,2012,NA,469720.336,42290.477674,3
BEL,TOT,A,2013,NA,487343.796,43672.712292,2.41
BEL,TOT,A,2014,NA,503619.623,44929.933328,1.713333
BEL,TOT,A,2015,NA,520877.807,46201.685891,0.84
BEL,TOT,A,2016,NA,550677.566,48599.202676,0.4758333
BEL,TOT,A,2017,NA,573712.461,50436.26033,0.7225
BEL,TOT,A,2018,NA,601841.891,52668.407357,0.795
BEL,TOT,A,2019,NA,628370.645,54693.240937,0.1933333
BEL,TOT,A,2020,P,596227.81,51688.583464,-0.1483333
CAN,TOT,A,2006,NA,1241194.165,38107.136242,4.20776
CAN,TOT,A,2007,NA,1300942.608,39555.523703,4.269767
CAN,TOT,A,2008,NA,1342396.613,40376.330167,3.605302
CAN,TOT,A,2009,NA,1307953.077,38893.727456,3.230619
CAN,TOT,A,2010,NA,1364079.668,40114.222041,3.23514
CAN,TOT,A,2011,NA,1430807.125,41666.718851,2.783036
CAN,TOT,A,2012,NA,1468094.965,42290.879082,1.87341
CAN,TOT,A,2013,NA,1554122.745,44298.514462,2.261959
CAN,TOT,A,2014,NA,1621396.709,45753.782936,2.23083
CAN,TOT,A,2015,NA,1594850.842,44670.054374,1.521695
CAN,TOT,A,2016,NA,1678093.396,46472.368771,1.251758
CAN,TOT,A,2017,NA,1765763.154,48316.716527,1.783652
CAN,TOT,A,2018,NA,1862154.108,50239.988278,2.277912
CAN,TOT,A,2019,NA,1904502.917,50660.587438,1.588883
CAN,TOT,A,2020,NA,1839649.162,48405.147781,0.7531087
CZE,TOT,A,2006,NA,244624.887,23827.147382,3.8
CZE,TOT,A,2007,NA,270349.144,26189.798385,4.3025
CZE,TOT,A,2008,NA,290503.947,27853.549898,4.633333
CZE,TOT,A,2009,NA,290152.861,27656.015128,4.8375
CZE,TOT,A,2010,NA,292270.175,27789.608377,3.884167
CZE,TOT,A,2011,NA,304400.914,28999.754757,3.7075
CZE,TOT,A,2012,NA,307490.199,29258.904853,2.781667
CZE,TOT,A,2013,NA,324029.978,30828.526409,2.111667
CZE,TOT,A,2014,NA,342099.837,32504.217576,1.575833
CZE,TOT,A,2015,NA,357503.881,33909.309243,0.575
CZE,TOT,A,2016,NA,381420.335,36101.285601,0.4275
CZE,TOT,A,2017,NA,411327.86,38842.896268,0.9808334
CZE,TOT,A,2018,NA,437252.426,41147.631528,1.981667
CZE,TOT,A,2019,NA,458949.665,43015.814745,1.548333
CZE,TOT,A,2020,NA,440098.351,41134.931169,1.128333
DNK,TOT,A,2006,NA,202725.721,37286.319861,3.812175
DNK,TOT,A,2007,NA,212771.394,38969.119721,4.286608
DNK,TOT,A,2008,NA,226767.494,41282.995471,4.281425
DNK,TOT,A,2009,NA,222918.17,40361.790678,3.586242
DNK,TOT,A,2010,NA,238749.494,43041.192361,2.926058
DNK,TOT,A,2011,NA,247352.237,44407.94207,2.72935
DNK,TOT,A,2012,NA,250524.599,44808.549212,1.403058
DNK,TOT,A,2013,NA,262368.12,46742.939663,1.745833
DNK,TOT,A,2014,NA,270330.607,47905.477079,1.326667
DNK,TOT,A,2015,NA,278748.365,49058.142344,0.6908333
DNK,TOT,A,2016,NA,297719.06,51967.020438,0.3208333
DNK,TOT,A,2017,NA,319130.165,55356.49009,0.4766667
DNK,TOT,A,2018,NA,332918.429,57459.169626,0.4558333
DNK,TOT,A,2019,NA,350812.056,60308.072261,-0.185
DNK,TOT,A,2020,NA,348880.767,59842.327077,-0.36
FIN,TOT,A,2006,NA,181207.156,34408.817577,3.7825
FIN,TOT,A,2007,NA,199873.495,37792.556693,4.293334
FIN,TOT,A,2008,NA,212980.742,40083.701943,4.29
FIN,TOT,A,2009,NA,202878.3,38000.018769,3.738333
FIN,TOT,A,2010,NA,209096.826,38985.871994,3.010833
FIN,TOT,A,2011,NA,220471.171,40916.647325,3.005833
FIN,TOT,A,2012,NA,221285.636,40872.854802,1.883333
FIN,TOT,A,2013,NA,225679.983,41492.918416,1.860833
FIN,TOT,A,2014,NA,228058.636,41749.864733,1.448333
FIN,TOT,A,2015,NA,232867.602,42490.211049,0.7233334
FIN,TOT,A,2016,NA,246928.493,44934.488245,0.365
FIN,TOT,A,2017,NA,262026.563,47570.270354,0.5466667
FIN,TOT,A,2018,NA,274425.751,49749.057567,0.6616667
FIN,TOT,A,2019,NA,284674.869,51556.59032,0.07
FIN,TOT,A,2020,NA,277873.146,50247.399815,-0.2191667
FRA,TOT,A,2006,NA,2062931.189,32431.435631,3.795742
FRA,TOT,A,2007,NA,2181667.496,34086.956799,4.3032
FRA,TOT,A,2008,NA,2259255.844,35102.870428,4.234325
FRA,TOT,A,2009,NA,2245566.431,34711.655714,3.648817
FRA,TOT,A,2010,NA,2336459.963,35939.455835,3.117017
FRA,TOT,A,2011,NA,2446474.544,37447.949543,3.321058
FRA,TOT,A,2012,NA,2474005.287,37684.198067,2.535992
FRA,TOT,A,2013,NA,2608523.504,39528.473644,2.20435
FRA,TOT,A,2014,NA,2662032.873,40144.059485,1.666442
FRA,TOT,A,2015,NA,2718495.127,40829.893311,0.8418583
FRA,TOT,A,2016,NA,2864105.631,42855.944562,0.4678833
FRA,TOT,A,2017,NA,2983010.673,44480.722199,0.8098583
FRA,TOT,A,2018,P,3124870.045,46456.107107,0.7841083
FRA,TOT,A,2019,P,3320559.672,49225.564402,0.1302
FRA,TOT,A,2020,P,3077474.669,45494.488417,-0.1452667
DEU,TOT,A,2006,NA,2810242.832,34620.413592,3.764125
DEU,TOT,A,2007,NA,2981616.28,36813.713454,4.217113
DEU,TOT,A,2008,NA,3103958.247,38432.448211,3.984804
DEU,TOT,A,2009,NA,3017520.905,37492.649447,3.222218
DEU,TOT,A,2010,NA,3187863.278,39707.329953,2.744305
DEU,TOT,A,2011,NA,3415019.966,42541.513126,2.609223
DEU,TOT,A,2012,NA,3487234.448,43359.541048,1.49513
DEU,TOT,A,2013,NA,3628559.337,44993.667838,1.571408
DEU,TOT,A,2014,NA,3807114.521,47011.280402,1.163512
DEU,TOT,A,2015,NA,3889081.896,47609.557159,0.4953091
DEU,TOT,A,2016,NA,4165169.905,50579.483717,0.09157856
DEU,TOT,A,2017,NA,4376927.671,52952.897774,0.31638
DEU,TOT,A,2018,NA,4556073.246,54954.68658,0.3964832
DEU,TOT,A,2019,NA,4644164.145,55891.15984,-0.2536345
DEU,TOT,A,2020,P,4474718.971,53809.843557,-0.5111811
GRC,TOT,A,2006,NA,314201.08,28510.877946,4.07
GRC,TOT,A,2007,NA,323551.015,29284.612817,4.5
GRC,TOT,A,2008,NA,341817.829,30855.935774,4.8025
GRC,TOT,A,2009,NA,337447.85,30381.482016,5.174167
GRC,TOT,A,2010,B,310668.24,27934.317127,9.091666
GRC,TOT,A,2011,NA,285079.561,25671.291223,15.74917
GRC,TOT,A,2012,NA,275155.48,24912.130664,22.4975
GRC,TOT,A,2013,NA,284524.655,25947.870627,10.05417
GRC,TOT,A,2014,NA,290197.021,26642.231958,6.929167
GRC,TOT,A,2015,NA,289145.992,26720.908773,9.666364
GRC,TOT,A,2016,NA,296029.545,27471.218206,8.36
GRC,TOT,A,2017,NA,308068.164,28644.977147,5.978333
GRC,TOT,A,2018,P,318561.979,29680.902369,4.185
GRC,TOT,A,2019,P,330966.206,30869.249859,2.585833
GRC,TOT,A,2020,P,303970.143,28389.13061,1.271667
HUN,TOT,A,2006,NA,184680.779,18337.205217,7.115833
HUN,TOT,A,2007,NA,191472.991,19041.087901,6.744167
HUN,TOT,A,2008,NA,207757.652,20696.728568,8.238334
HUN,TOT,A,2009,NA,207359.074,20689.046702,9.123333
HUN,TOT,A,2010,NA,217167.008,21716.650836,7.281667
HUN,TOT,A,2011,NA,229348.032,22999.830605,7.635409
HUN,TOT,A,2012,NA,230214.451,23206.255116,7.890833
HUN,TOT,A,2013,NA,242367.239,24498.658689,5.923333
HUN,TOT,A,2014,NA,253001.466,25642.556756,4.809166
HUN,TOT,A,2015,NA,263571.392,26777.470459,3.4325
HUN,TOT,A,2016,NA,273925.72,27911.664733,3.143333
HUN,TOT,A,2017,NA,288403.654,29465.126306,2.9625
HUN,TOT,A,2018,NA,311175.568,31831.981048,3.058333
HUN,TOT,A,2019,P,331796.894,33956.821868,2.465
HUN,TOT,A,2020,P,327775.401,33618.934605,2.225
ISL,TOT,A,2006,NA,12044.114,39579.737256,8.830566
ISL,TOT,A,2007,NA,12902.915,41435.17855,9.419559
ISL,TOT,A,2008,NA,13879.916,43456.216759,11.06824
ISL,TOT,A,2009,NA,13343.517,41802.999355,8.256277
ISL,TOT,A,2010,NA,12659.835,39810.803416,6.085834
ISL,TOT,A,2011,NA,13059.434,40938.664549,5.978333
ISL,TOT,A,2012,NA,13471.498,42006.543346,6.194167
ISL,TOT,A,2013,NA,14378.252,44404.731588,5.789166
ISL,TOT,A,2014,NA,15058.764,45995.001692,6.373333
ISL,TOT,A,2015,NA,16276.45,49203.294991,6.259167
ISL,TOT,A,2016,NA,17939.411,53486.615773,5.603333
ISL,TOT,A,2017,NA,19106.258,55638.491978,4.858333
ISL,TOT,A,2018,NA,20536.241,58225.804712,5.330833
ISL,TOT,A,2019,NA,21663.292,60075.684325,3.974167
ISL,TOT,A,2020,NA,20405.655,NA,2.466667
ISL,TOT,A,2020,E,NA,55967.237695,2.466667
IRL,TOT,A,2006,NA,188776.116,44211.664919,3.765
IRL,TOT,A,2007,NA,205566.767,46717.776723,4.305833
IRL,TOT,A,2008,NA,198655.442,44184.55577,4.525833
IRL,TOT,A,2009,NA,188520.754,41532.216851,5.225
IRL,TOT,A,2010,NA,197529.445,43320.055178,5.739167
IRL,TOT,A,2011,NA,205590.143,44903.001303,9.601666
IRL,TOT,A,2012,NA,212744.231,46274.528754,6.171667
IRL,TOT,A,2013,NA,221412.808,47924.393776,3.79
IRL,TOT,A,2014,NA,238264.091,51212.507468,2.3675
IRL,TOT,A,2015,NA,324635.968,69133.717666,1.1825
IRL,TOT,A,2016,NA,340945.9,71793.28924,0.7358333
IRL,TOT,A,2017,NA,378128.166,78739.398464,0.8016667
IRL,TOT,A,2018,NA,413286.508,85027.004221,0.9508333
IRL,TOT,A,2019,NA,441284.827,89561.463935,0.3333333
IRL,TOT,A,2020,NA,449139.766,90182.804579,-0.06083333
ITA,TOT,A,2006,NA,1884457.559,32252.424492,4.046142
ITA,TOT,A,2007,NA,1992732.867,33897.278447,4.487258
ITA,TOT,A,2008,NA,2089717.307,35274.312724,4.681067
ITA,TOT,A,2009,NA,2046377.425,34347.697478,4.311183
ITA,TOT,A,2010,NA,2085694.44,34860.578039,4.035708
ITA,TOT,A,2011,NA,2173169.961,36183.316026,5.422758
ITA,TOT,A,2012,NA,2172383.108,36002.908697,5.492675
ITA,TOT,A,2013,NA,2187376.607,36067.707344,4.316425
ITA,TOT,A,2014,NA,2200256.409,36194.916674,2.8932
ITA,TOT,A,2015,NA,2240922.483,36899.396401,1.71395
ITA,TOT,A,2016,NA,2420672.141,39926.966169,1.486433
ITA,TOT,A,2017,NA,2517184.468,41581.131252,2.112925
ITA,TOT,A,2018,NA,2605604.586,43097.264517,2.6104
ITA,TOT,A,2019,NA,2678904.139,44397.556124,1.913225
ITA,TOT,A,2020,NA,2468700.397,41108.214758,1.1681
JPN,TOT,A,2006,NA,4230713.959,33094.337825,1.7405
JPN,TOT,A,2007,NA,4416227.644,34507.170217,1.6655
JPN,TOT,A,2008,NA,4456434.365,34803.657814,1.467333
JPN,TOT,A,2009,NA,4250983.216,33201.987096,1.33375
JPN,TOT,A,2010,NA,4480784.403,34994.372225,1.148333
JPN,TOT,A,2011,NA,4573186.792,35775.256332,1.102417
JPN,TOT,A,2012,NA,4746699.388,37213.837398,0.8355833
JPN,TOT,A,2013,NA,4967051.575,39008.36056,0.6896667
JPN,TOT,A,2014,NA,4986566.209,39183.465681,0.5203333
JPN,TOT,A,2015,NA,5135040.993,40398.402903,0.35
JPN,TOT,A,2016,NA,5075243.84,39983.643655,-0.06625
JPN,TOT,A,2017,NA,5193982.177,40992.39323,0.05166667
JPN,TOT,A,2018,NA,5275711.568,41724.030341,0.065
JPN,TOT,A,2019,E,5346540.495,42385.765777,-0.1104167
KOR,TOT,A,2006,NA,1301782.512,26875.232505,5.151667
KOR,TOT,A,2007,NA,1414277.971,29050.159627,5.350833
KOR,TOT,A,2008,NA,1468996.086,29945.899216,5.568333
KOR,TOT,A,2009,NA,1456054.669,29529.785604,5.165833
KOR,TOT,A,2010,NA,1573257.913,31748.35357,4.773334
KOR,TOT,A,2011,NA,1625275.456,32546.517725,4.2025
KOR,TOT,A,2012,NA,1684562.928,33557.030447,3.4475
KOR,TOT,A,2013,NA,1726902.753,34244.239492,3.278083
KOR,TOT,A,2014,NA,1792600.237,35324.260296,3.186333
KOR,TOT,A,2015,NA,1933588.947,37902.361018,2.30575
KOR,TOT,A,2016,NA,2026967.822,39575.302078,1.747417
KOR,TOT,A,2017,NA,2103651.26,40957.347064,2.282583
KOR,TOT,A,2018,NA,2192613.181,42486.739807,2.50275
KOR,TOT,A,2019,P,2209423.793,42728.031736,1.70225
LUX,TOT,A,2006,NA,36831.649,77880.528105,3.303333
LUX,TOT,A,2007,NA,40300.663,83837.451183,NA
LUX,TOT,A,2008,NA,42362.964,86591.985457,NA
LUX,TOT,A,2009,NA,40978.43,82249.998512,NA
LUX,TOT,A,2010,NA,43438.662,85587.014645,2.950091
LUX,TOT,A,2011,NA,47690.506,91814.036613,2.921892
LUX,TOT,A,2012,NA,48646.452,91526.720705,1.834661
LUX,TOT,A,2013,NA,51940.087,95246.113893,1.849622
LUX,TOT,A,2014,NA,56353.755,100933.604548,1.336248
LUX,TOT,A,2015,NA,59081.017,103760.127974,0.36428
LUX,TOT,A,2016,NA,64406.168,110260.934439,-0.177239
LUX,TOT,A,2017,NA,66973.383,112187.731906,0.5027078
LUX,TOT,A,2018,NA,70914.212,116480.803842,0.5640635
LUX,TOT,A,2019,NA,74996.716,120670.500099,-0.1200168
LUX,TOT,A,2020,NA,74224.746,117613.939943,-0.4101667
MEX,TOT,A,2006,NA,1485209.624,13720.688285,8.388333
MEX,TOT,A,2007,NA,1560053.895,14233.029479,7.793334
MEX,TOT,A,2008,NA,1653898.19,14885.902438,8.3125
MEX,TOT,A,2009,NA,1637276.794,14532.386514,7.96375
MEX,TOT,A,2010,NA,1741129.429,15257.673655,6.9
MEX,TOT,A,2011,NA,1911319.096,16546.641414,6.667778
MEX,TOT,A,2012,NA,2012767.781,17220.06914,5.598333
MEX,TOT,A,2013,NA,2064490.947,17461.798268,5.6775
MEX,TOT,A,2014,NA,2173227.412,18178.397421,6.014167
MEX,TOT,A,2015,NA,2230188.94,18454.801482,5.928333
MEX,TOT,A,2016,NA,2383253.082,19516.145022,6.19375
MEX,TOT,A,2017,NA,2460766.096,19947.197691,7.248333
MEX,TOT,A,2018,P,2556350.973,20518.580821,7.93
MEX,TOT,A,2019,P,2608649.816,20739.308737,7.668334
NLD,TOT,A,2006,NA,669518.848,40959.18563,3.78075
NLD,TOT,A,2007,NA,718924.413,43885.020938,4.288167
NLD,TOT,A,2008,NA,763407.575,46419.042594,4.22675
NLD,TOT,A,2009,NA,737085.619,44590.781562,3.686833
NLD,TOT,A,2010,NA,748993.689,45079.367407,2.990083
NLD,TOT,A,2011,NA,777880.907,46599.227659,2.98875
NLD,TOT,A,2012,NA,792041.828,47271.968226,1.9335
NLD,TOT,A,2013,NA,827475.788,49242.786711,1.958917
NLD,TOT,A,2014,NA,830318.43,49233.230349,1.454667
NLD,TOT,A,2015,NA,851884.697,50288.352815,0.6903333
NLD,TOT,A,2016,NA,890488.555,52289.404292,0.2910833
NLD,TOT,A,2017,NA,943739.619,55089.58143,0.5220833
NLD,TOT,A,2018,NA,997729.784,NA,0.5766667
NLD,TOT,A,2019,P,1031484.13,59468.672811,-0.07
NLD,TOT,A,2020,P,1004759.711,57609.065456,-0.3766667
NLD,TOT,A,2018,P,NA,57899.824961,0.5766667
NZL,TOT,A,2006,NA,116100.638,27664.745638,5.780833
NZL,TOT,A,2007,NA,123992.448,29275.954051,6.265
NZL,TOT,A,2008,NA,127057.687,29748.931565,6.080833
NZL,TOT,A,2009,NA,132091.564,30591.621801,5.456666
NZL,TOT,A,2010,NA,135912.366,31152.554881,5.603333
NZL,TOT,A,2011,NA,143362.869,32638.103325,4.945
NZL,TOT,A,2012,NA,145417.047,32916.91304,3.685
NZL,TOT,A,2013,NA,160992.629,36111.576126,4.093333
NZL,TOT,A,2014,NA,168435.427,37206.031789,4.304167
NZL,TOT,A,2015,NA,172758.809,37464.231077,3.423333
